skill,sub_skill,level,prompt_text,options,correct_answer,explanation
WRITING,COHERENCE,BEGINNER,Read the sentence: 'Sana heard thunder far away.' Which sentence best comes next?,"{""A"": ""She ran home before the rain started."", ""B"": ""Cows give milk."", ""C"": ""My ruler is straight."", ""D"": ""Grapes grow on vines.""}","""A""",Running home before the rain follows naturally from hearing thunder; the other sentences do not connect to the situation.
WRITING,COHERENCE,BEGINNER,"Choose the best word for the blank: 'Finish your homework first, ___ then you can play outside.'","{""A"": ""but"", ""B"": ""and"", ""C"": ""because"", ""D"": ""or""}","""B""","And' joins the two parts of the plan in order: homework first, playing after. 'Or' would wrongly offer a choice between them."
WRITING,COHERENCE,BEGINNER,Read the paragraph: 'The circus came to town. We saw funny clowns. The acrobats jumped very high. I brush my hair every day.' Which sentence does NOT belong?,"{""A"": ""The circus came to town."", ""B"": ""We saw funny clowns."", ""C"": ""The acrobats jumped very high."", ""D"": ""I brush my hair every day.""}","""D""",The paragraph is about the circus; the sentence about brushing hair is a different topic and breaks the flow.
WRITING,COHERENCE,BEGINNER,Put these sentences in the best order: 1. Everyone clapped for her. 2. Ila stood on the stage. 3. She sang a sweet song. Which order makes a good story?,"{""A"": ""2, 3, 1"", ""B"": ""1, 2, 3"", ""C"": ""3, 1, 2"", ""D"": ""2, 1, 3""}","""A""","Ila first stands on the stage (2), then sings (3), and the clapping comes after the song (1). People clap after a song, not before."
WRITING,COHERENCE,BEGINNER,Choose the best word for the blank: 'I will call you ___ I reach home.',"{""A"": ""but"", ""B"": ""or"", ""C"": ""when"", ""D"": ""so""}","""C""",When' links the call to the time of reaching home. 'But' and 'or' do not show time.
WRITING,COHERENCE,BEGINNER,Choose the best word for the blank: 'The students finished their drawings. The teacher put ___ on the wall.',"{""A"": ""it"", ""B"": ""them"", ""C"": ""her"", ""D"": ""him""}","""B""","Them' refers back to the drawings, more than one thing. 'It' would only fit a single drawing."
WRITING,COHERENCE,BEGINNER,Read the sentence: 'The bell rang for lunch.' Which sentence best comes next?,"{""A"": ""The sky has stars."", ""B"": ""Fish have fins."", ""C"": ""My cap is white."", ""D"": ""The children ran to the dining hall.""}","""D""",Running to the dining hall is what follows a lunch bell; the other sentences are unrelated facts.
WRITING,COHERENCE,BEGINNER,"Choose the best word for the blank: 'First, cut the paper. ___, fold it in half.'","{""A"": ""Because"", ""B"": ""But"", ""C"": ""Second"", ""D"": ""Or""}","""C""",Second' marks the next step after 'First'. 'Because' and 'but' do not show the order of steps.
WRITING,COHERENCE,BEGINNER,Read the paragraph: 'Uncle Joe took us to the fair. We rode the big wheel. We ate sweet candy floss. ___' Which is the best LAST sentence?,"{""A"": ""It was the best evening ever."", ""B"": ""Doors have handles."", ""C"": ""Ants are small."", ""D"": ""The pond is deep.""}","""A""","The closing sentence should sum up the outing; calling it the best evening wraps up the story, while the others are off topic."
WRITING,COHERENCE,BEGINNER,Choose the best word for the blank: 'Look at that big dog! ___ tail is wagging.',"{""A"": ""It's"", ""B"": ""Their"", ""C"": ""His or hers"", ""D"": ""Its""}","""D""","Its' shows the tail belongs to the dog. 'It's' is the tempting mistake, but that means 'it is', which does not fit here."
WRITING,COHERENCE,BEGINNER,Read the paragraph: 'The sea was calm in the morning. My homework is on page ten. Boats sailed on the blue water. Fishermen threw their nets.' Which sentence does NOT belong?,"{""A"": ""The sea was calm in the morning."", ""B"": ""My homework is on page ten."", ""C"": ""Boats sailed on the blue water."", ""D"": ""Fishermen threw their nets.""}","""B""",The paragraph paints a picture of the sea; the sentence about homework is a different topic entirely.
WRITING,COHERENCE,BEGINNER,"Choose the best word for the blank: 'The soup had no taste, ___ Mother added some salt.'","{""A"": ""so"", ""B"": ""or"", ""C"": ""but"", ""D"": ""because""}","""A""",So' shows the result: the tasteless soup made Mother add salt. 'Because' would only fit if the sentence were turned around.
WRITING,COHERENCE,BEGINNER,Put these sentences in the best order: 1. He gave the ball back to the children. 2. The ball rolled into Mr. Roy's garden. 3. Mr. Roy picked it up with a smile. Which order makes a good story?,"{""A"": ""1, 2, 3"", ""B"": ""2, 1, 3"", ""C"": ""2, 3, 1"", ""D"": ""3, 2, 1""}","""C""","The ball rolls into the garden first (2), Mr. Roy picks it up (3), and gives it back last (1). He cannot return the ball before picking it up."
WRITING,COHERENCE,BEGINNER,Read the sentence: 'Meena opened her lunch box.' Which sentence best comes next?,"{""A"": ""Stars shine at night."", ""B"": ""Her mother had packed her favorite rice."", ""C"": ""Roads have signs."", ""D"": ""The hill is far away.""}","""B""",What is inside the lunch box continues the story naturally; the other options are unrelated facts.
WRITING,COHERENCE,BEGINNER,Read the paragraph: '___. Then the leaves turn brown. They fall on the ground. Children jump on the dry leaves.' Which is the best FIRST sentence?,"{""A"": ""I like my blue kite."", ""B"": ""The shop sells milk."", ""C"": ""My brother is tall."", ""D"": ""In autumn, the wind turns cool.""}","""D""","The paragraph describes what happens in autumn, so the opening should introduce the season. 'Then' in the second sentence needs a first event to follow."
WRITING,COHERENCE,BEGINNER,"Choose the best word for the blank: 'It was getting dark, ___ we turned on the lights.'","{""A"": ""but"", ""B"": ""or"", ""C"": ""because"", ""D"": ""so""}","""D""",So' shows the result: the darkness made us turn on the lights. 'Because' would only fit if the two parts were in the opposite order.
WRITING,COHERENCE,BEGINNER,Read the sentence: 'A rainbow appeared after the rain.' Which sentence best comes next?,"{""A"": ""The box is heavy."", ""B"": ""The children pointed at its seven colors."", ""C"": ""Milk comes from cows."", ""D"": ""My uncle has a farm.""}","""B""","Pointing at the colors continues the rainbow scene, and 'its' connects back to the rainbow. The other sentences change the topic."
WRITING,COHERENCE,BEGINNER,Put these sentences in the best order: 1. She poured tea for everyone. 2. Guests arrived at four o'clock. 3. Grandma put the kettle on. Which order makes a good story?,"{""A"": ""1, 2, 3"", ""B"": ""3, 2, 1"", ""C"": ""2, 3, 1"", ""D"": ""2, 1, 3""}","""C""","The guests arrive first (2), Grandma puts the kettle on (3), and pours the tea last (1). Tea cannot be poured before the kettle is put on."
WRITING,COHERENCE,BEGINNER,"Read the paragraph: 'Ducks swim in the pond. They have soft feathers. They say ""quack"". My shirt has six buttons.' Which sentence does NOT belong?","{""A"": ""My shirt has six buttons."", ""B"": ""Ducks swim in the pond."", ""C"": ""They have soft feathers."", ""D"": ""They say \""quack\"".""}","""A""",The paragraph describes ducks; the sentence about the shirt is a completely different topic.
WRITING,COHERENCE,BEGINNER,Choose the best word for the blank: 'Hold my hand ___ we cross the road.',"{""A"": ""because"", ""B"": ""while"", ""C"": ""or"", ""D"": ""so""}","""B""",While' shows the two actions happen at the same time: holding hands during the crossing. 'Because' would wrongly make it a reason.
WRITING,COHERENCE,BEGINNER,Read the paragraph: '___. He wears a red uniform. He slides down a long pole. He drives a big truck with a ladder.' Which is the best FIRST sentence?,"{""A"": ""My cousin is a baker."", ""B"": ""The pond has frogs."", ""C"": ""I lost my hat."", ""D"": ""My neighbor is a firefighter.""}","""D""","The red uniform, the pole, and the ladder truck all describe a firefighter, so the opening must introduce him. A baker would not slide down a pole."
WRITING,COHERENCE,BEGINNER,Choose the best word for the blank: 'Ola wrote a poem and read ___ to the class.',"{""A"": ""it"", ""B"": ""them"", ""C"": ""her"", ""D"": ""him""}","""A""","It' refers back to the poem, one thing. 'Them' would wrongly suggest more than one poem."
WRITING,COHERENCE,BEGINNER,Choose the best word for the blank: 'Wait here ___ I come back.',"{""A"": ""so"", ""B"": ""and"", ""C"": ""until"", ""D"": ""but""}","""C""",Until' shows how long the waiting should last: up to the time of coming back. 'So' and 'but' do not show time.
WRITING,COHERENCE,BEGINNER,Read the sentence: 'Farid's balloon slipped out of his hand.' Which sentence best comes next?,"{""A"": ""Books have pages."", ""B"": ""Rivers flow to the sea."", ""C"": ""The spoon is small."", ""D"": ""It floated up into the sky.""}","""D""","The balloon floating away follows naturally from slipping out of his hand, and 'It' connects back to the balloon."
WRITING,COHERENCE,BEGINNER,Read the paragraph: 'The train station was crowded. I like chocolate ice cream. People carried heavy bags. The loudspeaker announced the trains.' Which sentence does NOT belong?,"{""A"": ""The train station was crowded."", ""B"": ""I like chocolate ice cream."", ""C"": ""People carried heavy bags."", ""D"": ""The loudspeaker announced the trains.""}","""B""",The paragraph describes a busy station; the sentence about ice cream does not fit the scene.
WRITING,COHERENCE,BEGINNER,"Choose the best word for the blank: 'Nia was sleepy, ___ she kept reading her exciting book.'","{""A"": ""but"", ""B"": ""so"", ""C"": ""because"", ""D"": ""or""}","""A""","But' shows the contrast: she was sleepy, yet she did not stop reading. 'So' would wrongly make the reading a result of being sleepy."
WRITING,COHERENCE,BEGINNER,Put these sentences in the best order: 1. Mama mixed flour and yeast. 2. She left the dough in a warm place. 3. The dough rose big and soft. Which order makes a good story?,"{""A"": ""3, 2, 1"", ""B"": ""2, 1, 3"", ""C"": ""1, 2, 3"", ""D"": ""1, 3, 2""}","""C""","Mixing comes first (1), resting the dough second (2), and rising last (3). The dough cannot rise before it is mixed."
WRITING,COHERENCE,BEGINNER,Read the paragraph: 'Papa taught me to ride a bicycle. I fell many times. I kept trying every day. ___' Which is the best LAST sentence?,"{""A"": ""Cups are in the kitchen."", ""B"": ""At last, I could ride on my own."", ""C"": ""The moon has no air."", ""D"": ""My friend has a drum.""}","""B""",The closing sentence should show the result of all the trying: learning to ride. 'At last' also signals a good ending.
WRITING,COHERENCE,BEGINNER,Choose the best word for the blank: 'You can draw with a pencil ___ a crayon.',"{""A"": ""because"", ""B"": ""so"", ""C"": ""but"", ""D"": ""or""}","""D""",Or' offers a choice between the two drawing tools. 'But' would wrongly set them against each other.
WRITING,COHERENCE,BEGINNER,Choose the best word for the blank: 'Tina and Riya are best friends. ___ sit together in class.',"{""A"": ""She"", ""B"": ""It"", ""C"": ""They"", ""D"": ""He""}","""C""",They' refers to the two girls together. 'She' would wrongly point to only one of them.
WRITING,COHERENCE,BEGINNER,Read the sentence: 'The gardener cut the long grass.' Which sentence best comes next?,"{""A"": ""The garden looked neat again."", ""B"": ""Camels live in the desert."", ""C"": ""My spoon fell down."", ""D"": ""Clouds are white.""}","""A""","The neat garden is the result of cutting the grass, so it continues the story. The other options are unrelated facts."
WRITING,COHERENCE,BEGINNER,Read the paragraph: 'Diwali is a festival of lights. Families light small lamps. Children enjoy sweets. The dentist checks teeth.' Which sentence does NOT belong?,"{""A"": ""Diwali is a festival of lights."", ""B"": ""Families light small lamps."", ""C"": ""Children enjoy sweets."", ""D"": ""The dentist checks teeth.""}","""D""",The paragraph is about the Diwali festival; the sentence about the dentist has nothing to do with it.
WRITING,COHERENCE,BEGINNER,"Choose the best word for the blank: '___ the baby was sleeping, we spoke softly.'","{""A"": ""Or"", ""B"": ""Because"", ""C"": ""But"", ""D"": ""So""}","""B""",Because' gives the reason for speaking softly: the sleeping baby. 'But' would wrongly make it a contrast.
WRITING,COHERENCE,BEGINNER,Put these sentences in the best order: 1. He hit the ball far. 2. The bowler threw the ball. 3. Vic ran to score a run. Which order makes a good story?,"{""A"": ""1, 2, 3"", ""B"": ""3, 1, 2"", ""C"": ""2, 1, 3"", ""D"": ""2, 3, 1""}","""C""","The bowler throws first (2), Vic hits the ball (1), and then runs (3). He cannot hit the ball before it is thrown."
WRITING,COHERENCE,BEGINNER,"Read the paragraph: '___. First, spread butter on the bread. Next, add a slice of cheese. Then press two slices together.' Which is the best FIRST sentence?","{""A"": ""This is how I make a cheese sandwich."", ""B"": ""My city has tall buildings."", ""C"": ""The parrot can talk."", ""D"": ""We swim in summer.""}","""A""","The steps describe making a cheese sandwich, so the opening should introduce that. The other openings do not match the steps at all."
WRITING,COHERENCE,BEGINNER,"Choose the best word for the blank: 'Ken looked left and right, and ___ he crossed the street.'","{""A"": ""because"", ""B"": ""then"", ""C"": ""or"", ""D"": ""but""}","""B""","Then' shows what happened next: first looking, then crossing. 'Because' and 'or' do not show this time order."
WRITING,COHERENCE,BEGINNER,Read the sentence: 'Mother lit the candles on the cake.' Which sentence best comes next?,"{""A"": ""The road is wide."", ""B"": ""Ships sail on the sea."", ""C"": ""My bag has a zip."", ""D"": ""We sang the birthday song.""}","""D""",Singing the birthday song follows naturally from lighting candles on a cake; the other sentences are unrelated.
WRITING,COHERENCE,BEGINNER,Read the paragraph: 'The desert is very dry. Camels can walk on hot sand. My sister plays the piano. Few plants grow there.' Which sentence does NOT belong?,"{""A"": ""The desert is very dry."", ""B"": ""Camels can walk on hot sand."", ""C"": ""My sister plays the piano."", ""D"": ""Few plants grow there.""}","""C""",The paragraph describes the desert; the sentence about the piano is a different topic and breaks the flow.
WRITING,COHERENCE,BEGINNER,Choose the best word for the blank: 'Put on sunscreen ___ the sun does not burn your skin.',"{""A"": ""so"", ""B"": ""but"", ""C"": ""or"", ""D"": ""because""}","""A""",So' shows the purpose of the sunscreen: stopping the sunburn. 'Because' would wrongly turn the purpose into a reason.
WRITING,COHERENCE,BEGINNER,Choose the best word for the blank: 'The cook tasted the curry. Then he served ___ to the guests.',"{""A"": ""him"", ""B"": ""them"", ""C"": ""her"", ""D"": ""it""}","""D""","It' refers back to the curry, one dish. 'Them' would wrongly point to the guests as the thing being served."
WRITING,COHERENCE,BEGINNER,Put these sentences in the best order: 1. The kite went up with the wind. 2. Anu held the string tight. 3. She ran fast across the field. Which order makes a good story?,"{""A"": ""1, 2, 3"", ""B"": ""2, 3, 1"", ""C"": ""3, 2, 1"", ""D"": ""1, 3, 2""}","""B""","Anu first holds the string (2), then runs (3), and the kite rises at the end (1). The kite cannot go up before she runs with it."
WRITING,COHERENCE,BEGINNER,Read the sentence: 'The doctor looked at Ravi's sore throat.' Which sentence best comes next?,"{""A"": ""She gave him some medicine."", ""B"": ""Kangaroos can jump."", ""C"": ""The fan is fast."", ""D"": ""Roses have thorns.""}","""A""",Giving medicine follows naturally from the doctor's check-up; the other sentences do not continue the story.
WRITING,COHERENCE,BEGINNER,Read the paragraph: 'The old bridge was broken. The villagers worked together for a month. They built a strong new bridge. ___' Which is the best LAST sentence?,"{""A"": ""Spoons are shiny."", ""B"": ""My kite is torn."", ""C"": ""Now everyone can cross the river safely."", ""D"": ""The cat has whiskers.""}","""C""",The closing sentence should show the happy result of the new bridge: safe crossing. The other options are unrelated to the story.
WRITING,COHERENCE,BEGINNER,"Choose the best word for the blank: 'Eat your vegetables, ___ you will grow strong.'","{""A"": ""but"", ""B"": ""and"", ""C"": ""or"", ""D"": ""because""}","""B""",And' links the action to its good result: eating vegetables and growing strong. 'Or' would wrongly turn it into a warning.
WRITING,COHERENCE,BEGINNER,Read the paragraph: 'Nurses help sick people. They work in hospitals. They give medicines on time. The football match starts at five.' Which sentence does NOT belong?,"{""A"": ""Nurses help sick people."", ""B"": ""They work in hospitals."", ""C"": ""They give medicines on time."", ""D"": ""The football match starts at five.""}","""D""",The paragraph is about the work of nurses; the sentence about the football match is off topic.
WRITING,COHERENCE,BEGINNER,"Choose the best word for the blank: 'It rained all night. ___ morning, the streets were full of water.'","{""A"": ""But"", ""B"": ""Or"", ""C"": ""By"", ""D"": ""So""}","""C""","By morning' shows the time when the streets were flooded, linking the night rain to the morning result. 'But' and 'or' do not show time."
WRITING,COHERENCE,BEGINNER,Put these sentences in the best order: 1. Sami knocked on the door. 2. His friend opened it. 3. They went inside to play. Which order makes a good story?,"{""A"": ""1, 2, 3"", ""B"": ""2, 1, 3"", ""C"": ""3, 2, 1"", ""D"": ""1, 3, 2""}","""A""","Sami knocks first (1), the friend opens the door (2), and they go inside last (3). The door cannot be opened before the knock."
WRITING,COHERENCE,BEGINNER,Read the paragraph: '___. It has a trunk and big ears. It is the largest land animal. It loves to bathe in the river.' Which is the best FIRST sentence?,"{""A"": ""The mouse is tiny."", ""B"": ""The elephant is an amazing animal."", ""C"": ""I have a new eraser."", ""D"": ""The car is fast.""}","""B""","The trunk, big ears, and large size all describe an elephant, so the opening must introduce it. A mouse or an eraser does not match these details."
WRITING,COHERENCE,BEGINNER,"Choose the best word for the blank: 'The music stopped, ___ the dancers kept moving.'","{""A"": ""so"", ""B"": ""because"", ""C"": ""or"", ""D"": ""but""}","""D""","But' shows the surprise: the music ended, yet the dancing went on. 'So' would wrongly make the dancing a result of the stopped music."
WRITING,COHERENCE,BEGINNER,Choose the best word for the blank: 'Uncle bought mangoes from the market. He shared ___ with all the children.',"{""A"": ""them"", ""B"": ""it"", ""C"": ""him"", ""D"": ""her""}","""A""","Them' refers back to the mangoes, more than one fruit. 'It' would only fit a single mango."
WRITING,COHERENCE,BEGINNER,Read the sentence: 'The little boat rocked on the big waves.' Which sentence best comes next?,"{""A"": ""Pens have ink."", ""B"": ""The hill has a temple."", ""C"": ""The fisherman held on tightly."", ""D"": ""My book is torn.""}","""C""",The fisherman holding on continues the scene on the rocking boat; the other sentences are unrelated facts.
WRITING,COHERENCE,BEGINNER,"Choose the best word for the blank: 'First I water the plants. ___ that, I feed the chickens.'","{""A"": ""Because"", ""B"": ""But"", ""C"": ""Or"", ""D"": ""After""}","""D""",After that' shows the second task follows the first in time. 'Because' and 'but' do not show this order.
WRITING,COHERENCE,BEGINNER,Read the paragraph: 'The moon shines at night. I ate rice for lunch. Stars twinkle in the dark sky. Owls fly quietly.' Which sentence does NOT belong?,"{""A"": ""The moon shines at night."", ""B"": ""I ate rice for lunch."", ""C"": ""Stars twinkle in the dark sky."", ""D"": ""Owls fly quietly.""}","""B""",The paragraph describes the night sky; the sentence about lunch is a different topic entirely.
WRITING,COHERENCE,BEGINNER,"Read the paragraph: 'It snowed all night in the village. In the morning, everything was white. The children ran out with their sleds. ___' Which is the best LAST sentence?","{""A"": ""They played in the snow all day."", ""B"": ""The kitchen tap leaks."", ""C"": ""Goats climb hills."", ""D"": ""The letter has a stamp.""}","""A""",The closing sentence should complete the snowy-day story: the children playing all day is the natural ending.
WRITING,COHERENCE,BEGINNER,"Choose the best word for the blank: 'The bus was full, ___ we waited for the next one.'","{""A"": ""or"", ""B"": ""because"", ""C"": ""but"", ""D"": ""so""}","""D""",So' shows the result: the full bus made us wait for the next one. 'But' would wrongly suggest a contrast.
WRITING,COHERENCE,BEGINNER,Put these sentences in the best order: 1. He read it under the tree. 2. Kabir borrowed a book from the library. 3. He found a shady tree in the park. Which order makes a good story?,"{""A"": ""1, 2, 3"", ""B"": ""3, 2, 1"", ""C"": ""2, 3, 1"", ""D"": ""2, 1, 3""}","""C""","Kabir first borrows the book (2), then finds a shady spot (3), and reads there last (1). He cannot read the book before borrowing it."
WRITING,COHERENCE,BEGINNER,Read the sentence: 'The cobbler fixed the broken shoe.' Which sentence best comes next?,"{""A"": ""Trees give us shade."", ""B"": ""He gave it back as good as new."", ""C"": ""The bell is loud."", ""D"": ""Rain fills the lakes.""}","""B""","Returning the repaired shoe continues the story, and 'it' connects back to the shoe. The other sentences change the topic."
WRITING,COHERENCE,BEGINNER,Choose the best word for the blank: 'We packed sandwiches ___ we would not be hungry on the trip.',"{""A"": ""so"", ""B"": ""but"", ""C"": ""or"", ""D"": ""because""}","""A""",So' shows the purpose of packing the sandwiches: not being hungry later. 'Because' would wrongly make hunger the reason instead of the purpose.
WRITING,COHERENCE,BEGINNER,Read the paragraph: 'The post office is near my house. The postman sorts the letters. Mangoes are sweet in summer. People buy stamps there.' Which sentence does NOT belong?,"{""A"": ""The post office is near my house."", ""B"": ""The postman sorts the letters."", ""C"": ""Mangoes are sweet in summer."", ""D"": ""People buy stamps there.""}","""C""",The paragraph is about the post office; the sentence about mangoes does not fit the topic.
WRITING,COHERENCE,BEGINNER,Choose the best word for the blank: 'The teacher asked Leo a question. ___ answered it correctly.',"{""A"": ""She"", ""B"": ""He"", ""C"": ""It"", ""D"": ""They""}","""B""","He' refers back to Leo, the boy who was asked. 'She' would wrongly point to the teacher, who asked the question."
WRITING,COHERENCE,BEGINNER,Read the paragraph: '___. Put the clothes inside. Add some soap powder. Press the start button.' Which is the best FIRST sentence?,"{""A"": ""The parrot is green."", ""B"": ""I like long walks."", ""C"": ""The train is late."", ""D"": ""This is how to use a washing machine.""}","""D""","The steps describe using a washing machine, so the opening should introduce that. Clothes, soap, and a start button do not fit the other openings."
WRITING,COHERENCE,BEGINNER,Choose the best word for the blank: 'The teams were tied ___ the last minute of the game.',"{""A"": ""because"", ""B"": ""so"", ""C"": ""until"", ""D"": ""but""}","""C""","Until' shows the tie lasted up to the last minute, when something changed. 'Because' and 'so' do not show time."
WRITING,COHERENCE,BEGINNER,Read the sentence: 'Grandfather planted rose plants along the fence.' Which sentence best comes next?,"{""A"": ""In spring, the fence was full of flowers."", ""B"": ""The cup broke."", ""C"": ""Bats sleep in the day."", ""D"": ""The pen is blue.""}","""A""","The flowering fence is the later result of planting the roses, so it continues the story; the other options are unrelated."
WRITING,COHERENCE,BEGINNER,Put these sentences in the best order: 1. Everyone shouted 'Surprise!' 2. Dad walked into the dark room. 3. The lights came on suddenly. Which order makes a good story?,"{""A"": ""1, 2, 3"", ""B"": ""3, 2, 1"", ""C"": ""2, 1, 3"", ""D"": ""2, 3, 1""}","""D""","Dad enters the dark room first (2), the lights come on (3), and the shout comes last (1). The surprise only works in this order."
WRITING,COHERENCE,BEGINNER,Read the paragraph: 'The carpenter cuts the wood. The beach has soft sand. He joins the pieces with nails. He makes strong tables and chairs.' Which sentence does NOT belong?,"{""A"": ""The carpenter cuts the wood."", ""B"": ""The beach has soft sand."", ""C"": ""He joins the pieces with nails."", ""D"": ""He makes strong tables and chairs.""}","""B""",The paragraph is about the carpenter's work; the sentence about the beach is a different topic and breaks the flow.
WRITING,COHERENCE,BEGINNER,Choose the best word for the blank: 'Drink water ___ you feel thirsty.',"{""A"": ""when"", ""B"": ""but"", ""C"": ""or"", ""D"": ""so""}","""A""",When' links the action to its time: drinking at the moment of feeling thirsty. 'But' and 'or' do not show time.
WRITING,COHERENCE,BEGINNER,Read the sentence: 'The painter climbed up the ladder.' Which sentence best comes next?,"{""A"": ""Frogs can swim."", ""B"": ""Salt is in the jar."", ""C"": ""He began to paint the top of the wall."", ""D"": ""The river is long.""}","""C""","Painting the top of the wall is why the painter climbed the ladder, so it continues the story; the other sentences are unrelated."
WRITING,COHERENCE,BEGINNER,Put these sentences in the best order: 1. She counted her money at home. 2. Old Mrs. Das sold flowers all day. 3. She closed her shop in the evening. Which order makes a good story?,"{""A"": ""1, 2, 3"", ""B"": ""2, 3, 1"", ""C"": ""3, 2, 1"", ""D"": ""2, 1, 3""}","""B""","Mrs. Das sells flowers all day (2), closes the shop in the evening (3), and counts her money at home last (1). She cannot count the day's money before the day ends."
WRITING,COHERENCE,BEGINNER,Read the paragraph: 'The airport was very big. Planes landed one after another. Travelers pulled their suitcases. My aunt makes tasty pickles.' Which sentence does NOT belong?,"{""A"": ""The airport was very big."", ""B"": ""Planes landed one after another."", ""C"": ""Travelers pulled their suitcases."", ""D"": ""My aunt makes tasty pickles.""}","""D""",The paragraph describes a busy airport; the sentence about pickles is a completely different topic.
WRITING,COHERENCE,BEGINNER,"Choose the best word for the blank: 'Sit down quietly, ___ the show is about to start.'","{""A"": ""or"", ""B"": ""but"", ""C"": ""because"", ""D"": ""and""}","""C""",Because' gives the reason for sitting down quietly: the show starting soon. 'But' would wrongly make it a contrast.
WRITING,COHERENCE,BEGINNER,Read the paragraph: '___. It rings every morning at six. It wakes me up for school. Sometimes I want to throw it away!' Which is the best FIRST sentence?,"{""A"": ""I have an alarm clock."", ""B"": ""The zoo opens at ten."", ""C"": ""My friend has a bat."", ""D"": ""The soup is in the pot.""}","""A""","Ringing at six and waking someone up describe an alarm clock, so the opening must introduce it. A zoo or soup cannot ring."
WRITING,COHERENCE,BEGINNER,Choose the best word for the blank: 'The milkman brings milk every day. We pay ___ at the end of the month.',"{""A"": ""it"", ""B"": ""them"", ""C"": ""her"", ""D"": ""him""}","""D""","Him' refers back to the milkman, a man. 'It' would wrongly point to the milk instead of the person being paid."
WRITING,COHERENCE,BEGINNER,Read the sentence: 'Dark smoke came from the kitchen window.' Which sentence best comes next?,"{""A"": ""The garden has a swing."", ""B"": ""A neighbor called the fire station."", ""C"": ""Ducks like water."", ""D"": ""My shirt is dry.""}","""B""",Calling the fire station is the natural response to seeing smoke; the other sentences do not follow from the danger.
WRITING,COHERENCE,BEGINNER,"Choose the best word for the blank: '___ you finish your milk, you may have a biscuit.'","{""A"": ""But"", ""B"": ""Or"", ""C"": ""If"", ""D"": ""So""}","""C""",If' sets the condition: the biscuit comes only after the milk is finished. 'But' and 'or' do not show a condition.
WRITING,COHERENCE,BEGINNER,Read the paragraph: 'The lake froze in winter. The tailor measures the cloth. He cuts it with big scissors. He sews it into a fine shirt.' Which sentence does NOT belong?,"{""A"": ""The lake froze in winter."", ""B"": ""The tailor measures the cloth."", ""C"": ""He cuts it with big scissors."", ""D"": ""He sews it into a fine shirt.""}","""A""",The paragraph describes how the tailor makes a shirt; the sentence about the frozen lake is off topic.
WRITING,COHERENCE,BEGINNER,Put these sentences in the best order: 1. The tooth fell out at last. 2. Her little tooth was loose. 3. Rhea wiggled it every day. Which order makes a good story?,"{""A"": ""3, 2, 1"", ""B"": ""2, 3, 1"", ""C"": ""1, 2, 3"", ""D"": ""1, 3, 2""}","""B""","The tooth is loose first (2), Rhea wiggles it every day (3), and it falls out 'at last' (1). It cannot fall out before it is loose."
WRITING,COHERENCE,BEGINNER,"Choose the best word for the blank: 'The box was light, ___ the little girl carried it easily.'","{""A"": ""but"", ""B"": ""or"", ""C"": ""because"", ""D"": ""so""}","""D""",So' shows the result: the light box made carrying easy. 'But' would wrongly suggest carrying it was a surprise.
WRITING,COHERENCE,BEGINNER,Read the sentence: 'Asha switched off the TV at nine.' Which sentence best comes next?,"{""A"": ""Then she went to bed."", ""B"": ""The fork is silver."", ""C"": ""Bears sleep in winter."", ""D"": ""The road turns left.""}","""A""","Going to bed follows naturally after switching off the TV at night, and 'Then' links the two actions in order."
WRITING,COHERENCE,BEGINNER,Read the paragraph: 'Nilu planted tomato seeds in old pots. She kept them near the sunny window. Small red tomatoes soon appeared. ___' Which is the best LAST sentence?,"{""A"": ""The stairs are steep."", ""B"": ""The drum is loud."", ""C"": ""She proudly used them in a salad."", ""D"": ""The train has ten coaches.""}","""C""",Using the tomatoes in a salad completes the growing story with a happy result; the other options are unrelated.
WRITING,COHERENCE,BEGINNER,Choose the best word for the blank: 'Read the question carefully ___ you write the answer.',"{""A"": ""so"", ""B"": ""because"", ""C"": ""or"", ""D"": ""before""}","""D""","Before' shows the right order: reading first, writing after. 'Because' would wrongly make it a reason."
WRITING,COHERENCE,BEGINNER,"Choose the best word for the blank: 'My shoes were dirty, so I washed ___ well.'","{""A"": ""it"", ""B"": ""them"", ""C"": ""him"", ""D"": ""her""}","""B""","Them' refers back to the shoes, a plural word. 'It' is the tempting mistake but does not match two shoes."
WRITING,COHERENCE,BEGINNER,"Choose the best word for the blank: 'Anil knocked twice, ___ nobody opened the door.'","{""A"": ""but"", ""B"": ""so"", ""C"": ""because"", ""D"": ""and""}","""A""","But' shows the contrast: he knocked, yet nothing happened. 'So' would wrongly make the silence a result he wanted."
WRITING,COHERENCE,BEGINNER,Read the sentence: 'The librarian put the new books on the shelf.' Which sentence best comes next?,"{""A"": ""The pot is black."", ""B"": ""Horses run fast."", ""C"": ""Children came to borrow them."", ""D"": ""My uncle is tall.""}","""C""","Children borrowing the books continues the story, and 'them' connects back to the new books. The other sentences change the topic."
WRITING,COHERENCE,BEGINNER,Read the paragraph: 'Morning walks are good for health. Fresh air makes us feel happy. Many people walk in the park at dawn. The shop sells paper kites.' Which sentence does NOT belong?,"{""A"": ""Morning walks are good for health."", ""B"": ""Fresh air makes us feel happy."", ""C"": ""Many people walk in the park at dawn."", ""D"": ""The shop sells paper kites.""}","""D""",The paragraph is about morning walks; the sentence about kites for sale has nothing to do with it.
