skill,sub_skill,level,prompt_text,options,correct_answer,explanation
WRITING,GRAMMAR,BEGINNER,"Complete the polite instruction: '___ the door, please.'","{""A"": ""Opening"", ""B"": ""To open"", ""C"": ""You opening"", ""D"": ""Open""}","""D""",Instructions (imperatives) start with the base form of the verb: 'Open the door'. 'Opening' and 'to open' cannot begin a command.
WRITING,GRAMMAR,BEGINNER,Complete the sentence: 'My mother and ___ went shopping on Saturday.',"{""A"": ""I"", ""B"": ""me"", ""C"": ""myself"", ""D"": ""mine""}","""A""","The blank is part of the subject of the sentence, so the subject pronoun 'I' is needed. 'Me' is the very common error, but it is only for objects, as in 'with me'."
WRITING,GRAMMAR,BEGINNER,Complete the question: 'Can you come with ___ to the party?',"{""A"": ""we"", ""B"": ""our"", ""C"": ""us"", ""D"": ""ours""}","""C""",After the preposition 'with' we need the object pronoun 'us'. 'We' is the subject form and cannot follow a preposition.
WRITING,GRAMMAR,BEGINNER,"In the sentence 'My mother cooks tasty food every day', which word is the verb?","{""A"": ""mother"", ""B"": ""cooks"", ""C"": ""tasty"", ""D"": ""food""}","""B""","Cooks' is the action word, which makes it the verb. 'Mother' and 'food' are nouns, and 'tasty' describes the food, so it is an adjective."
WRITING,GRAMMAR,BEGINNER,"In the sentence 'She wore a beautiful dress to the party', which word is an adjective?","{""A"": ""wore"", ""B"": ""dress"", ""C"": ""beautiful"", ""D"": ""party""}","""C""","Beautiful' describes the noun 'dress', which is exactly what adjectives do. 'Wore' is the verb, and 'dress' and 'party' are nouns."
WRITING,GRAMMAR,BEGINNER,"In the sentence 'He runs quickly to school', which word is a noun?","{""A"": ""runs"", ""B"": ""quickly"", ""C"": ""to"", ""D"": ""school""}","""D""","School' names a place, so it is a noun. 'Runs' is the verb, 'quickly' is an adverb describing how he runs, and 'to' is a preposition."
WRITING,GRAMMAR,BEGINNER,"In the sentence 'The tall boy kicked the ball', which part is the subject?","{""A"": ""The tall boy"", ""B"": ""kicked"", ""C"": ""the ball"", ""D"": ""tall""}","""A""","The subject is who or what does the action, and here 'the tall boy' does the kicking. 'The ball' receives the action, so it is the object, not the subject."
WRITING,GRAMMAR,BEGINNER,"In the sentence 'Maria gave him a big gift', which word is a pronoun?","{""A"": ""Maria"", ""B"": ""gave"", ""C"": ""him"", ""D"": ""gift""}","""C""","Him' stands in place of a person's name, which makes it a pronoun. 'Maria' is a name (a proper noun), not a pronoun."
WRITING,GRAMMAR,BEGINNER,"In the sentence 'The cat sat on the mat', which word is a preposition?","{""A"": ""cat"", ""B"": ""sat"", ""C"": ""mat"", ""D"": ""on""}","""D""","On' shows the position of the cat in relation to the mat, which is the job of a preposition. 'Cat' and 'mat' are nouns and 'sat' is the verb."
WRITING,GRAMMAR,BEGINNER,Which of these words is a proper noun and must always start with a capital letter?,"{""A"": ""city"", ""B"": ""Kochi"", ""C"": ""school"", ""D"": ""river""}","""B""","Kochi' is the name of one particular place, so it is a proper noun and always takes a capital letter. 'City', 'school', and 'river' are common nouns and stay lowercase."
WRITING,GRAMMAR,BEGINNER,Which of these words is an adverb?,"{""A"": ""quick"", ""B"": ""quickness"", ""C"": ""quickly"", ""D"": ""quicker""}","""C""","Quickly' ends in -ly and describes how an action is done, so it is the adverb. 'Quick' is the adjective, 'quickness' is a noun, and 'quicker' is a comparative adjective."
WRITING,GRAMMAR,BEGINNER,Which of these sentences is a command?,"{""A"": ""Close the window."", ""B"": ""He closes the window."", ""C"": ""Is the window closed?"", ""D"": ""The window is closed.""}","""A""",A command starts with the base verb and tells someone to do something: 'Close the window.' Option B describes an action and option C asks a question.
WRITING,GRAMMAR,BEGINNER,Which sentence is in the past tense?,"{""A"": ""She visits her aunt every week."", ""B"": ""She visited her aunt last week."", ""C"": ""She will visit her aunt soon."", ""D"": ""She is visiting her aunt now.""}","""B""","Visited' is the past form, and 'last week' confirms the finished time. 'Visits' is a present habit and 'will visit' points to the future."
WRITING,GRAMMAR,BEGINNER,Which sentence describes an action happening right now?,"{""A"": ""He eats lunch at noon every day."", ""B"": ""He ate lunch an hour ago."", ""C"": ""He will eat lunch later."", ""D"": ""He is eating lunch at the moment.""}","""D""","The present continuous 'is eating' with 'at the moment' shows an action in progress now. 'Eats' in option A describes a daily habit, not this moment."
WRITING,GRAMMAR,BEGINNER,Which sentence talks about the future?,"{""A"": ""We visited Delhi two years ago."", ""B"": ""We visit Delhi every year."", ""C"": ""We will visit Delhi next week."", ""D"": ""We are in Delhi now.""}","""C""",Will visit' with 'next week' clearly points to the future. Option B is a repeated habit and option A is finished past.
WRITING,GRAMMAR,BEGINNER,Which of these is a complete sentence?,"{""A"": ""Because I was tired."", ""B"": ""After the movie."", ""C"": ""I went to bed early."", ""D"": ""Running in the park.""}","""C""",A complete sentence needs a subject and a full verb: 'I went to bed early.' The others are fragments — 'Because I was tired' leaves the reader waiting for the main part.
WRITING,GRAMMAR,BEGINNER,Which sentence uses commas correctly?,"{""A"": ""I bought apples bananas and mangoes."", ""B"": ""I bought, apples, bananas, mangoes."", ""C"": ""I bought apples, bananas, and, mangoes."", ""D"": ""I bought apples, bananas and mangoes.""}","""D""","Items in a list are separated by commas, with 'and' before the last item: 'apples, bananas and mangoes.' Option A has no commas at all, and option C wrongly puts a comma after 'and'."
WRITING,GRAMMAR,BEGINNER,Which sentence is punctuated correctly to show excitement or strong feeling?,"{""A"": ""What a beautiful day."", ""B"": ""What a beautiful day?"", ""C"": ""What a beautiful day!"", ""D"": ""What a beautiful, day.""}","""C""",Strong feeling is shown with an exclamation mark: 'What a beautiful day!' A question mark is wrong because nothing is being asked.
WRITING,GRAMMAR,BEGINNER,Which sentence uses capital letters correctly?,"{""A"": ""We have class on monday."", ""B"": ""We have Class on Monday."", ""C"": ""we have class on Monday."", ""D"": ""We have class on Monday.""}","""D""","Days of the week like 'Monday' always take a capital letter, and the first word of the sentence must be capitalized too. Option B wrongly capitalizes the common noun 'class'."
WRITING,GRAMMAR,BEGINNER,Which arrangement of the words 'school / to / walks / she' makes a correct sentence?,"{""A"": ""She walks to school."", ""B"": ""She to school walks."", ""C"": ""To school walks she."", ""D"": ""Walks she to school.""}","""A""","English follows subject + verb + rest: 'She walks to school.' Putting the verb at the end, as in option B, follows the word order of some other languages but not English."
WRITING,GRAMMAR,BEGINNER,Which arrangement of the words 'do / live / where / you' makes a correct question?,"{""A"": ""Where you do live?"", ""B"": ""Where do you live?"", ""C"": ""Do where you live?"", ""D"": ""You do live where?""}","""B""","Question order is question word + helper + subject + verb: 'Where do you live?' Option A keeps statement order after 'where', which is the most common learner error."
WRITING,GRAMMAR,BEGINNER,Which sentence correctly joins 'I like tea.' and 'I like coffee.' into one sentence?,"{""A"": ""I like tea and coffee."", ""B"": ""I like tea and I like."", ""C"": ""I like and tea coffee."", ""D"": ""Tea I like and coffee.""}","""A""","When the subject and verb are the same, 'and' can join just the two objects: 'I like tea and coffee.' Option B is incomplete — it stops before saying what else is liked."
WRITING,GRAMMAR,BEGINNER,What is the correct negative form of the sentence 'She plays tennis on Sundays.'?,"{""A"": ""She doesn't plays tennis on Sundays."", ""B"": ""She don't play tennis on Sundays."", ""C"": ""She doesn't play tennis on Sundays."", ""D"": ""She not plays tennis on Sundays.""}","""C""","The negative uses 'doesn't' with 'she', and after it the verb loses its -s: 'doesn't play'. Option A keeps the -s on 'plays', which is the most common error."
WRITING,GRAMMAR,BEGINNER,What is the correct question form of the sentence 'He likes cricket.'?,"{""A"": ""Does he likes cricket?"", ""B"": ""Do he like cricket?"", ""C"": ""Likes he cricket?"", ""D"": ""Does he like cricket?""}","""D""","Questions with 'he' use 'Does', and the main verb returns to its base form: 'Does he like...?' Option A keeps the -s on 'likes' even though 'does' already carries it."
WRITING,GRAMMAR,BEGINNER,What is the correct plural form of the sentence 'This is a box.'?,"{""A"": ""This are boxes."", ""B"": ""These are boxes."", ""C"": ""These is boxes."", ""D"": ""These are box.""}","""B""","Every word must change together: 'this' becomes 'these', 'is' becomes 'are', and 'box' becomes 'boxes'. The wrong options each leave one word in the singular."
WRITING,GRAMMAR,BEGINNER,Which sentence means the same as 'I am unable to swim.'?,"{""A"": ""I can't swim."", ""B"": ""I don't swim."", ""C"": ""I won't swim."", ""D"": ""I may not swim.""}","""A""","Unable to' means lacking the ability, which is exactly what 'can't' expresses. 'I don't swim' is the trap — it describes a habit, not an inability."
WRITING,GRAMMAR,BEGINNER,Which sentence is the most polite way to ask for help?,"{""A"": ""Give me help now."", ""B"": ""You will help me."", ""C"": ""Could you help me, please?"", ""D"": ""Help.""}","""C""",Could you... please?' is the polite request pattern in English. Options A and D are direct commands and sound rude in most situations.
WRITING,GRAMMAR,BEGINNER,Which sentence correctly tells the time 7:30?,"{""A"": ""It is half past seven."", ""B"": ""It is seven and half."", ""C"": ""It is half to seven."", ""D"": ""It is thirty past half.""}","""A""","Thirty minutes after the hour is 'half past seven'. 'Half to seven' reverses the meaning, and 'seven and half' is a direct translation error."
WRITING,GRAMMAR,BEGINNER,Which sentence compares correctly?,"{""A"": ""This is the most beautiful place in Kerala."", ""B"": ""This is the beautifulest place in Kerala."", ""C"": ""This is more beautiful place in Kerala."", ""D"": ""This is the most beautifulest place in Kerala.""}","""A""","Long adjectives like 'beautiful' form the superlative with 'the most'. 'Beautifulest' wrongly applies the short-adjective -est rule, and option D doubles the superlative."
WRITING,GRAMMAR,BEGINNER,What is the past form of the verb 'take'?,"{""A"": ""taked"", ""B"": ""taken"", ""C"": ""tooked"", ""D"": ""took""}","""D""","Take' is irregular, and its past form is 'took'. 'Taken' is the participle and needs a helper like 'has', while 'taked' and 'tooked' are invented regular forms."
WRITING,GRAMMAR,BEGINNER,What is the past form of the verb 'come'?,"{""A"": ""came"", ""B"": ""comed"", ""C"": ""come"", ""D"": ""camed""}","""A""",The irregular past of 'come' is 'came'. 'Comed' applies the -ed rule to a verb that does not follow it.
WRITING,GRAMMAR,BEGINNER,What is the past form of the verb 'have'?,"{""A"": ""haved"", ""B"": ""has"", ""C"": ""had"", ""D"": ""having""}","""C""","The past of 'have' is the irregular form 'had'. 'Has' is the trap — it is still present tense, just the he/she/it form."
WRITING,GRAMMAR,BEGINNER,What is the past form of 'can'?,"{""A"": ""cans"", ""B"": ""could"", ""C"": ""canned"", ""D"": ""would""}","""B""",The past of the ability modal 'can' is 'could': 'I could swim when I was five.' 'Canned' belongs to a completely different verb meaning to put food in cans.
WRITING,GRAMMAR,BEGINNER,What is the comparative form of 'bad'?,"{""A"": ""badder"", ""B"": ""more bad"", ""C"": ""worst"", ""D"": ""worse""}","""D""","Bad' is irregular: its comparative is 'worse'. 'Worst' is the superlative, and 'badder' and 'more bad' wrongly treat the word as regular."
WRITING,GRAMMAR,BEGINNER,Which sentence matches the verb correctly with the plural subject 'my friends'?,"{""A"": ""My friends lives near my house."", ""B"": ""My friends live near my house."", ""C"": ""My friends is living near my house."", ""D"": ""My friend live near my house.""}","""B""","The plural subject 'friends' takes the base verb 'live' with no -s. Option A adds -s to the verb after a plural subject, which reverses the agreement rule."
WRITING,GRAMMAR,BEGINNER,Which sentence names the two people in the correct order and form?,"{""A"": ""I and my friend went to the movie."", ""B"": ""Me and my friend went to the movie."", ""C"": ""My friend and I went to the movie."", ""D"": ""My friend and me went to the movie.""}","""C""","In a pair, English puts the other person first and uses the subject form: 'My friend and I'. 'Me and my friend' is very common in speech but incorrect in writing."
WRITING,GRAMMAR,BEGINNER,Which sentence puts the word 'always' in the correct position?,"{""A"": ""He always is late for class."", ""B"": ""He is always late for class."", ""C"": ""Always he is late for class."", ""D"": ""He is late always for class.""}","""B""","With the verb 'be', frequency adverbs come after it: 'is always late'. Option A puts 'always' before 'is', which is the rule for other verbs but not for 'be'."
WRITING,GRAMMAR,BEGINNER,Which sentence uses the correct preposition for a tool?,"{""A"": ""She cut the apple by a knife."", ""B"": ""She cut the apple from a knife."", ""C"": ""She cut the apple in a knife."", ""D"": ""She cut the apple with a knife.""}","""D""","Tools and instruments take 'with': 'cut with a knife'. 'By a knife' is the frequent error because 'by' is used for transport, like 'by bus'."
WRITING,GRAMMAR,BEGINNER,Which sentence uses the correct preposition after 'gift is'?,"{""A"": ""This gift is for you."", ""B"": ""This gift is to you."", ""C"": ""This gift is at you."", ""D"": ""This gift is on you.""}","""A""","The person who receives or benefits from something takes 'for': 'a gift for you'. 'To you' is the trap because we say 'give it to you' — but after 'is', the preposition is 'for'."
WRITING,GRAMMAR,BEGINNER,Which sentence talks about a meal correctly?,"{""A"": ""We have the breakfast at 8 o'clock."", ""B"": ""We have a breakfast at 8 o'clock."", ""C"": ""We have breakfast at 8 o'clock."", ""D"": ""We are have breakfast at 8 o'clock.""}","""C""","Meals take no article: 'have breakfast', 'have lunch'. Adding 'the' or 'a' before a meal name is one of the most common article errors."
WRITING,GRAMMAR,BEGINNER,Which sentence talks about sleeping time correctly?,"{""A"": ""She goes to the bed at 10 pm."", ""B"": ""She goes to bed at 10 pm."", ""C"": ""She goes to a bed at 10 pm."", ""D"": ""She goes bed at 10 pm.""}","""B""","The fixed expression for sleeping is 'go to bed' with no article. 'Go to the bed' would mean walking to the piece of furniture, not going to sleep."
WRITING,GRAMMAR,BEGINNER,Which sentence talks about playing a sport correctly?,"{""A"": ""The boys play the football every evening."", ""B"": ""The boys play a football every evening."", ""C"": ""The boys play at football every evening."", ""D"": ""The boys play football every evening.""}","""D""","Sports take no article after 'play': 'play football', 'play cricket'. This is the opposite of musical instruments, which do take 'the', so 'play the football' is the common mix-up."
WRITING,GRAMMAR,BEGINNER,Which sentence uses 'when' correctly?,"{""A"": ""When it rains, we stay inside."", ""B"": ""It rains when, we stay inside."", ""C"": ""We stay inside it rains when."", ""D"": ""When we stay inside, because it rains.""}","""A""","When' starts the time part of the sentence, followed by a comma and the main part: 'When it rains, we stay inside.' Option D wrongly uses both 'when' and 'because' for one idea."
WRITING,GRAMMAR,BEGINNER,Which question asks about the length of time?,"{""A"": ""How long is the movie?"", ""B"": ""How many is the movie?"", ""C"": ""How much long is the movie?"", ""D"": ""How often is the movie?""}","""A""","Duration is asked with 'How long': the answer would be something like 'two hours'. 'How often' asks about frequency, and 'how much long' mixes two patterns together."
WRITING,GRAMMAR,BEGINNER,"In the sentence 'She can sings very well', which word is incorrect?","{""A"": ""She"", ""B"": ""can"", ""C"": ""sings"", ""D"": ""well""}","""C""","After a modal like 'can', the verb must be in its base form: 'can sing'. The -s on 'sings' is the error — modals never take a verb with -s after them."
WRITING,GRAMMAR,BEGINNER,"In the sentence 'He is more taller than his brother', which word should be removed?","{""A"": ""is"", ""B"": ""more"", ""C"": ""taller"", ""D"": ""than""}","""B""","Taller' is already comparative, so adding 'more' doubles the comparison. Short adjectives use -er alone; 'more' belongs only with long adjectives like 'more expensive'."
WRITING,GRAMMAR,BEGINNER,"In the sentence 'I am agree with you', which word should be removed?","{""A"": ""I"", ""B"": ""agree"", ""C"": ""with"", ""D"": ""am""}","""D""","Agree' is a verb, not an adjective, so it needs no 'be': 'I agree with you.' 'I am agree' is a frequent error caused by treating 'agree' like 'happy' or 'sure'."
WRITING,GRAMMAR,BEGINNER,"In the sentence 'She married with a doctor last year', which word should be removed?","{""A"": ""married"", ""B"": ""with"", ""C"": ""doctor"", ""D"": ""last""}","""B""","Marry' takes its object directly: 'she married a doctor.' 'Married with' is a very common transfer error, but English needs no preposition here."
WRITING,GRAMMAR,BEGINNER,"In the sentence 'One of my friend lives in Chennai', which word is incorrect?","{""A"": ""One"", ""B"": ""of"", ""C"": ""friend"", ""D"": ""lives""}","""C""","After 'one of' the noun must be plural: 'one of my friends'. 'Lives' is actually correct because the real subject is 'one', which is singular."
WRITING,GRAMMAR,BEGINNER,"In the sentence 'Yesterday I go to the market with my mother', which word is incorrect?","{""A"": ""Yesterday"", ""B"": ""I"", ""C"": ""go"", ""D"": ""market""}","""C""","Yesterday' places the sentence in the past, so the verb must be 'went', not 'go'. Mixing a past time word with a present verb is a very common tense error."
WRITING,GRAMMAR,BEGINNER,"In the sentence 'I didn't went to school on Monday', which word is incorrect?","{""A"": ""didn't"", ""B"": ""went"", ""C"": ""school"", ""D"": ""Monday""}","""B""","Didn't' already carries the past, so the main verb returns to its base form: 'didn't go'. Using two past forms together — 'didn't went' — is the classic double-past error."
WRITING,GRAMMAR,BEGINNER,"In the sentence 'He speaks English very good', which word is incorrect?","{""A"": ""speaks"", ""B"": ""English"", ""C"": ""very"", ""D"": ""good""}","""D""","Describing how he speaks needs the adverb 'well', not the adjective 'good': 'speaks English very well.' 'Good' can only describe a noun, as in 'good English'."
WRITING,GRAMMAR,BEGINNER,"In the sentence 'Every students must bring a pen', which word is incorrect?","{""A"": ""Every"", ""B"": ""students"", ""C"": ""must"", ""D"": ""bring""}","""B""","Every' is always followed by a singular noun: 'every student'. The plural 'students' is the error — to keep the plural, the sentence would need 'all' instead of 'every'."
WRITING,GRAMMAR,BEGINNER,Complete the sentence: '___ house is very big and has a garden.',"{""A"": ""There"", ""B"": ""Their"", ""C"": ""They're"", ""D"": ""Theirs""}","""B""",Before a noun like 'house' we need the possessive 'their'. 'There' points to a place and 'they're' means 'they are' — the three sound the same but are written differently.
WRITING,GRAMMAR,BEGINNER,Complete the sentence: '___ going to the market right now.',"{""A"": ""Their"", ""B"": ""There"", ""C"": ""Them"", ""D"": ""They're""}","""D""","The sentence needs 'they are', so the contraction 'they're' is correct. 'Their' shows possession and cannot be followed by 'going'."
WRITING,GRAMMAR,BEGINNER,Complete the reply: 'Thank you!' — '___ welcome!',"{""A"": ""You're"", ""B"": ""Your"", ""C"": ""Youre"", ""D"": ""Yours""}","""A""","The reply means 'you are welcome', so the contraction 'you're' is needed. 'Your' is the frequent written error, but it is a possessive and needs a noun after it."
WRITING,GRAMMAR,BEGINNER,Complete the sentence: 'She is taller ___ me.',"{""A"": ""then"", ""B"": ""as"", ""C"": ""than"", ""D"": ""to""}","""C""","Comparatives are followed by 'than'. 'Then' is the classic spelling trap — it talks about time, not comparison."
WRITING,GRAMMAR,BEGINNER,Complete the sentence: 'I have ___ brothers and one sister.',"{""A"": ""to"", ""B"": ""two"", ""C"": ""too"", ""D"": ""tow""}","""B""",The number is spelled 'two'. 'To' and 'too' sound identical but mean direction and 'also/excessively' — a very common writing mistake.
WRITING,GRAMMAR,BEGINNER,Choose the sentence with the correct word order:,"{""A"": ""I like very much cricket."", ""B"": ""I very much like cricket much."", ""C"": ""Very much I like cricket."", ""D"": ""I like cricket very much.""}","""D""","English keeps the verb and its object together: 'like cricket'. 'Very much' goes after the object, so option A — the most common learner order — is wrong."
WRITING,GRAMMAR,BEGINNER,Choose the correctly formed question:,"{""A"": ""Where are you going?"", ""B"": ""Where you are going?"", ""C"": ""Where you going?"", ""D"": ""Where going you are?""}","""A""","Questions with 'be' put the verb before the subject: 'Where are you...?'. Option B keeps statement order after the question word, which is the most frequent error."
WRITING,GRAMMAR,BEGINNER,Choose the sentence with correct capitalization:,"{""A"": ""i live in Kochi."", ""B"": ""I live in kochi."", ""C"": ""I live in Kochi."", ""D"": ""i Live In kochi.""}","""C""","The pronoun 'I' is always a capital letter, and place names like 'Kochi' start with a capital. Options A and B each miss one of these two rules."
WRITING,GRAMMAR,BEGINNER,Choose the correctly punctuated sentence:,"{""A"": ""What is your name."", ""B"": ""What is your name?"", ""C"": ""What is your name,"", ""D"": ""What is your name""}","""B""","A direct question must end with a question mark. A full stop, comma, or nothing at all are all incorrect endings for a question."
WRITING,GRAMMAR,BEGINNER,Complete the sentence: 'My birthday is on the ___ of May.',"{""A"": ""five"", ""B"": ""fiveth"", ""C"": ""fivth"", ""D"": ""fifth""}","""D""","Dates use ordinal numbers, and the ordinal of 'five' is the irregular spelling 'fifth'. 'Fiveth' wrongly keeps the whole cardinal number."
WRITING,GRAMMAR,BEGINNER,Complete the sentence: 'I moved to this city two years ___.',"{""A"": ""ago"", ""B"": ""before"", ""C"": ""back then"", ""D"": ""since""}","""A""",A finished time measured from now uses 'ago' after the time period: 'two years ago'. 'Before' and 'since' are the usual confusions but follow different patterns.
WRITING,GRAMMAR,BEGINNER,Complete the sentence: 'We will travel to Delhi ___ month.',"{""A"": ""last"", ""B"": ""after"", ""C"": ""next"", ""D"": ""past""}","""C""",A future plan with 'will' needs 'next month'. 'Last month' points to the past and contradicts 'will travel'.
WRITING,GRAMMAR,BEGINNER,Complete the sentence: 'I go for a walk ___.',"{""A"": ""everyday"", ""B"": ""every day"", ""C"": ""every days"", ""D"": ""all days""}","""B""","As two words, 'every day' means 'each day' and answers 'how often'. 'Everyday' as one word is an adjective meaning 'ordinary', as in 'everyday clothes' — a very common writing error."
WRITING,GRAMMAR,BEGINNER,Complete the sentence: 'She has ___ homework today.',"{""A"": ""many"", ""B"": ""a few"", ""C"": ""lots"", ""D"": ""a lot of""}","""D""","Homework' is uncountable, and in positive sentences 'a lot of' is the natural choice. 'Many' and 'a few' only work with countable nouns, and 'lots' needs 'of'."
WRITING,GRAMMAR,BEGINNER,Complete the sentence: 'She goes to school ___ bus.',"{""A"": ""by"", ""B"": ""on the"", ""C"": ""in"", ""D"": ""with""}","""A""","Means of transport use 'by' with no article: 'by bus', 'by train'. 'With bus' is a direct translation error from many first languages."
WRITING,GRAMMAR,BEGINNER,Complete the sentence: 'Please listen ___ the teacher carefully.',"{""A"": ""at"", ""B"": ""for"", ""C"": ""to"", ""D"": ""on""}","""C""",The verb 'listen' is always followed by 'to' before its object. Learners often drop the 'to' or use 'at' because 'look at' follows a different pattern.
WRITING,GRAMMAR,BEGINNER,Complete the sentence: 'My sister is very good ___ mathematics.',"{""A"": ""in"", ""B"": ""at"", ""C"": ""on"", ""D"": ""for""}","""B""","The fixed expression is 'good at' something. 'Good in' is the most common learner substitute, but 'at' is the standard preposition here."
WRITING,GRAMMAR,BEGINNER,Complete the sentence: 'My little brother is afraid ___ dogs.',"{""A"": ""from"", ""B"": ""for"", ""C"": ""at"", ""D"": ""of""}","""D""",The adjective 'afraid' takes the preposition 'of'. 'Afraid from' is a frequent transfer error from other languages.
WRITING,GRAMMAR,BEGINNER,Complete the sentence: 'My daughter ___ ten years old.',"{""A"": ""is"", ""B"": ""has"", ""C"": ""have"", ""D"": ""are""}","""A""",English uses 'be' for age: 'she is ten years old'. 'Has' is the classic error because many languages say 'she has ten years'.
WRITING,GRAMMAR,BEGINNER,"Complete the question tag: 'You like tea, ___?'","{""A"": ""do you"", ""B"": ""aren't you"", ""C"": ""don't you"", ""D"": ""didn't you""}","""C""","A positive present simple statement takes a negative tag with the same helper: 'don't you'. 'Aren't you' uses the wrong helper because the main verb is 'like', not 'be'."
WRITING,GRAMMAR,BEGINNER,"Complete the short answer: 'Do you like mangoes?' — 'Yes, I ___.'","{""A"": ""like"", ""B"": ""do"", ""C"": ""am"", ""D"": ""yes""}","""B""","Short answers repeat the helper from the question, so 'Do you...?' is answered 'Yes, I do.' Repeating the main verb alone, as in 'Yes, I like', is a typical error."
WRITING,GRAMMAR,BEGINNER,"Complete the short answer: 'Is he a teacher?' — 'No, he ___.'","{""A"": ""doesn't"", ""B"": ""not"", ""C"": ""no"", ""D"": ""isn't""}","""D""","The question uses 'is', so the short answer must use the same helper: 'No, he isn't.' 'Doesn't' belongs to questions made with 'does', not 'is'."
WRITING,GRAMMAR,BEGINNER,Complete the sentence: 'I like ___ apples more than oranges.',"{""A"": ""a"", ""B"": ""the"", ""C"": ""no article"", ""D"": ""an""}","""C""",Talking about things in general uses the plural with no article: 'I like apples.' Adding 'the' would point to specific apples the listener already knows about.
WRITING,GRAMMAR,BEGINNER,Complete the sentence: '___ sun rises in the east.',"{""A"": ""The"", ""B"": ""A"", ""C"": ""An"", ""D"": ""Some""}","""A""","There is only one sun, and unique things take 'the'. 'A sun' would suggest one of many suns."
WRITING,GRAMMAR,BEGINNER,Complete the sentence: 'My cousin plays ___ piano very well.',"{""A"": ""a"", ""B"": ""an"", ""C"": ""some"", ""D"": ""the""}","""D""",Musical instruments take 'the' after 'play': 'play the piano'. Leaving the article out or using 'a' are the usual errors here.
WRITING,GRAMMAR,BEGINNER,Complete the sentence: 'The meeting lasted for ___ hour.',"{""A"": ""a"", ""B"": ""an"", ""C"": ""the"", ""D"": ""one an""}","""B""","Hour' starts with a silent 'h', so the first sound is a vowel and it takes 'an'. Choosing 'a' by looking at the letter instead of the sound is the classic trap."
WRITING,GRAMMAR,BEGINNER,Complete the sentence: 'The bus ___ suddenly at the red light.',"{""A"": ""stoped"", ""B"": ""stopt"", ""C"": ""stopped"", ""D"": ""stopping""}","""C""",Short verbs ending consonant-vowel-consonant double the last letter before -ed: 'stopped'. 'Stoped' with one 'p' is the most common spelling error.
WRITING,GRAMMAR,BEGINNER,Complete the sentence: 'She ___ very hard for the exam last month.',"{""A"": ""studied"", ""B"": ""studyed"", ""C"": ""studed"", ""D"": ""study""}","""A""","Verbs ending in consonant + y change the y to -ied in the past: 'studied'. 'Studyed' keeps the y, which breaks the spelling rule."
WRITING,GRAMMAR,BEGINNER,Complete the sentence: 'The baby ___ every night before sleeping.',"{""A"": ""crys"", ""B"": ""cryes"", ""C"": ""crying"", ""D"": ""cries""}","""D""","With he/she/it, verbs ending in consonant + y change the y to -ies: 'cries'. 'Crys' keeps the y, which is the typical spelling mistake."
WRITING,GRAMMAR,BEGINNER,Complete the sentence: 'The shop is open ___ 9 am to 6 pm.',"{""A"": ""since"", ""B"": ""from"", ""C"": ""at"", ""D"": ""in""}","""B""",A start-and-end time uses the pair 'from... to...'. 'Since' is the tempting choice but it marks a starting point that continues until now.
WRITING,GRAMMAR,BEGINNER,Choose the correct phrase: 'She bought ___ yesterday.',"{""A"": ""a red car"", ""B"": ""a car red"", ""C"": ""red a car"", ""D"": ""car a red""}","""A""",Adjectives come before the noun in English: 'a red car'. 'A car red' follows the word order of many other languages and is a very common transfer error.
WRITING,GRAMMAR,BEGINNER,Choose the sentence with the correct order of place and time:,"{""A"": ""I went yesterday to school."", ""B"": ""I went to school yesterday."", ""C"": ""Yesterday I went school to."", ""D"": ""I to school went yesterday.""}","""B""","The usual order is verb + place + time: 'went to school yesterday'. Putting the time between the verb and the place, as in option A, is the frequent error."
WRITING,GRAMMAR,BEGINNER,Complete the sentence: '___ is raining outside. Take your umbrella.',"{""A"": ""This"", ""B"": ""There"", ""C"": ""It"", ""D"": ""That""}","""C""","Weather sentences use the empty subject 'it': 'It is raining.' 'There is raining' is a common error, but 'there' introduces things, not weather."
WRITING,GRAMMAR,BEGINNER,Which is the correct short form of 'I am'?,"{""A"": ""Im"", ""B"": ""Iam"", ""C"": ""I,m"", ""D"": ""I'm""}","""D""",Contractions replace the missing letter with an apostrophe: 'I'm'. 'Im' without the apostrophe is the most frequent writing error.
WRITING,GRAMMAR,BEGINNER,What is the correct plural of 'knife'?,"{""A"": ""knifes"", ""B"": ""knives"", ""C"": ""knifs"", ""D"": ""knive""}","""B""",Nouns ending in -fe usually change to -ves in the plural: 'knives'. 'Knifes' simply adds -s and misses this rule.
WRITING,GRAMMAR,BEGINNER,What is the correct plural of 'tomato'?,"{""A"": ""tomatoes"", ""B"": ""tomatos"", ""C"": ""tomates"", ""D"": ""tomato""}","""A""",Many nouns ending in -o add -es: 'tomatoes'. 'Tomatos' with just -s is the usual spelling error.
WRITING,GRAMMAR,BEGINNER,Complete the sentence: 'The teacher gave us some useful ___.',"{""A"": ""informations"", ""B"": ""an information"", ""C"": ""information"", ""D"": ""informationes""}","""C""","Information' is uncountable, so it has no plural form and takes no 'a/an'. 'Informations' is one of the most common errors learners make with uncountable nouns."
